"item_description","total_sales","cumulative_sales","share_sales","abc_category","transaction_frequency","share_freq","cumulative_percentf","xyz_category","combined_category"
"obtainium blended whiskey","18900","1584890792.4799871","0.0011795108103444375","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"clear creek blue plum brandy","1980","1600978491.6199872","0.0001235677991789411","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"sabroso","1937.52","1601001910.1699877","0.00012091670821473834","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"san luis valley straight rye whiskey","1890","1601047826.4499881","0.00011795108103444375","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"camus vs elegance cognac","1890","1601047826.4499881","0.00011795108103444375","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"chivas regal 18yr scotch","1889.64","1601049716.0899882","0.00011792861416186577","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"riazul anejo tequila","1863","1601068477.9399884","0.00011626606559109454","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"don q passion","1836.6","1601081423.239988","0.00011461849493537532","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"vecchio amaro del capo","1800.7199999999998","1601097773.569988","0.00011237929663510239","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"kirk & sweeney gran reserva superior dominican rum","1763.2800000000002","1601129873.819988","0.00011004274188699154","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"filibuster straight bourbon","1740.4799999999998","1601150870.819988","0.00010861983995705219","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"driftless glen cask strength single barrel rye buy the barre","30690","1575863164.6399865","0.0019153008872735866","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"torres 20 brandy","1687.5","1601205704.4899879","0.00010531346520932478","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"dingle vodka","1596","1601284509.119988","9.960313509575248e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"bushmills red bush irish whiskey","1512","1601350998.5099883","9.4360864827555e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"360 sorrento lemon flavored vodka","1512","1601350998.5099883","9.4360864827555e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"russells reserve 6 year rye","1512","1601350998.5099883","9.4360864827555e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"sfumato amaro rabarbaro","1460.1599999999999","1601382178.779988","9.112563517632453e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"brooklyn gin","1440","1601402415.7899876","8.986749031195714e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"4 copas blanco usda organic and kosher certified","1418.76","1601416718.0799875","8.854194482985577e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"aha yeto blanco tequila","1408.12","1601423793.7399874","8.787792392921742e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"koval oat","1404","1601426601.7399874","8.762080305415821e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"bushmills 10yr malt irish","1390.5","1601434983.2399871","8.677829533248362e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"sooh coopers craft reserve kentucky straight bourbon whiskey","1389.42","1601439152.339987","8.671089471474965e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"bains cape mountain whiskey","1364.6399999999999","1601451532.539987","8.516442498563138e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"larceny mini","1361.24","1601454255.7399871","8.495223785572815e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"rothman & winter orchard peach","1341.36","1601482593.6699867","8.371156722558807e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"ypioca cachaca crystal","1334.7600000000002","1601486601.4299867","8.329967456165828e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"hiram walker peppermint schnapps 60prf","1305","1601512975.0699866","8.144241309521115e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"western son peach","1297.92","1601518175.0899868","8.100056460117738e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"coopers craft kentucky straight bourbon whiskey","1286.3400000000001","1601531105.9699867","8.027788019991872e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"aha yeto reposado tequila","1269","1601545147.0199866","7.919572583741223e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"koloa hawaiian pineapple passion rum cocktail","1254.12","1601565287.3799863","7.826709510418866e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"vikre voyager aquavit","1215","1601592424.3899865","7.582569495071384e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"sagamore straight rye whiskey signature 83 proof","1214.22","1601593638.6099865","7.577701672679485e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"paul masson grande amber pineapple brandy","1189.44","1601610411.7099867","7.42305469976766e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"skyy infusions pacific blueberry","1081.44","1601677517.7899861","6.749048522427982e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"godiva chocolate liqueur mini","1080","1601690478.2699862","6.740061773396786e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"noble oak rye","1072.44","1601694786.569986","6.692881340983009e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"burnetts orange vodka","1048.32","1601711708.9799862","6.54235329471048e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"alize blue","1036.8600000000001","1601717963.409986","6.470833750337215e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"berthas irish revenge gin","1035.36","1601721070.8099859","6.461472553429717e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"torres 5 solera selecta","1028.1599999999999","1601729327.4699857","6.41653880827374e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"feeneys irish cream","1021.4400000000003","1601731370.4099858","6.374600646128162e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"sobieski cytron vodka","1015.6800000000001","1601735436.659986","6.338653650003378e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"monte alban silver","998.8800000000001","1601750542.3799863","6.233808244639427e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"dixie black pepper vodka","969.51","1601772141.119986","6.050516009190664e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"99 butterscotch","950.28","1601790347.509986","5.9305054648365716e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"the irishman founders reserve irish whiskey","947.16","1601792244.289986","5.911034175268981e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"ccd rum","936","1601809218.149986","5.8413868702772136e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"ha the singleton of glendullan 15yr","899.76","1601833018.199986","5.615220352992122e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"smirnoff sours green apple mini","886.8000000000002","1601851815.4399862","5.534339611711361e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"evan williams reserve combo pack","857.5199999999999","1601875319.9699862","5.351609048077047e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"sugarlands appalachian strawberry dream sippin cream","851.7600000000002","1601880438.809986","5.3156620519522664e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"jacquins blackberry brandy","848.4000000000001","1601883837.8599863","5.294692970879475e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"ha benriach 10yr","779.84","1601927836.6599863","4.866823864227546e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"plantation rum xaymaca special dry","765","1601938618.6899862","4.774210422822723e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"lunazul blanco tequila","756","1601944681.3899863","4.71804324137775e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"mothers schnapps butterscotch","751.2","1601946937.3899863","4.688087411273765e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"cruzan banana rum","686.75","1601991644.8799858","4.285867984148373e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"koskenkorva original vodka","678.9599999999999","1601996430.3599856","4.237252168208779e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"ultimat vodka","675","1602002509.2599854","4.212538608372991e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"lazzaroni maraschino","667.0800000000002","1602007213.9799855","4.163111488701415e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"don q reserva 7","630.3599999999999","1602036956.509984","3.933949388405923e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"ccd spiced rum","604.5","1602058651.469984","3.7725623537207004e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"el nivel tequila blanco","598.5","1602064055.1599839","3.735117566090719e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"clontarf classic blend irish","594","1602068222.4399838","3.7070339753682323e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"burnetts vanilla vodka","564.48","1602087314.0999835","3.5228056202287204e-05","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
